model,strategy,task,level,n_samples,accuracy,correct,ci95_lower,ci95_upper
gemini-3-pro-image-preview,generate_images,form-board,4,28,0.0,0,1.3877787807814457e-17,0.13319225093904846
gemini-3-pro-image-preview,generate_images,form-board,5,27,0.0,0,0.0,0.14311661845042686
gemini-3-pro-image-preview,generate_images,hinge-folding,1,6,0.6666666666666666,4,0.299993315138392,0.9032285888942195
gemini-3-pro-image-preview,generate_images,hinge-folding,2,15,0.6666666666666666,10,0.41713547738519774,0.8482367556028526
gemini-3-pro-image-preview,generate_images,hinge-folding,3,11,0.09090909090909091,1,0.016232172885884855,0.37735843645159567
gemini-3-pro-image-preview,generate_images,hinge-folding,4,6,0.16666666666666666,1,0.030053369748306635,0.5635028221864702
gemini-3-pro-image-preview,generate_images,hinge-folding,5,7,0.0,0,5.551115123125783e-17,0.35433043506668743
gemini-3-pro-image-preview,generate_images,paper-fold,1,30,0.36666666666666664,11,0.21873920806100708,0.5448643634520511
gemini-3-pro-image-preview,generate_images,paper-fold,2,30,0.4,12,0.24590628116801852,0.5767963974667752
gemini-3-pro-image-preview,generate_images,paper-fold,3,24,0.20833333333333334,5,0.09244825352851857,0.40470453253188665
gemini-3-pro-image-preview,generate_images,paper-fold,4,19,0.10526315789473684,2,0.02935856029887013,0.31394082711109006
gemini-3-pro-image-preview,generate_images,paper-fold,5,18,0.1111111111111111,2,0.03101952264561239,0.32799765130178804
gemini-3-pro-image-preview,generate_images,rushhour,1,30,0.5,15,0.33154125640533766,0.6684587435946623
gemini-3-pro-image-preview,generate_images,rushhour,2,30,0.7,21,0.5212421254128504,0.8333525173175619
gemini-3-pro-image-preview,generate_images,rushhour,3,30,0.3333333333333333,10,0.19230498083676134,0.5121994835545616
gemini-3-pro-image-preview,generate_images,rushhour,4,30,0.06666666666666667,2,0.018477023791270378,0.2132345836261692
gemini-3-pro-image-preview,generate_images,rushhour,5,30,0.06666666666666667,2,0.018477023791270378,0.2132345836261692
gemini-3-pro-image-preview,generate_images,sliding-puzzle,1,17,0.058823529411764705,1,0.010460400984997592,0.26982030637575405
gemini-3-pro-image-preview,generate_images,sliding-puzzle,2,17,0.23529411764705882,4,0.09555044322080117,0.4726179811956498
gemini-3-pro-image-preview,generate_images,sliding-puzzle,3,23,0.043478260869565216,1,0.007716666143453149,0.20991155070258877
gemini-3-pro-image-preview,generate_images,sliding-puzzle,4,20,0.05,1,0.008881448800795402,0.23613119344674205
gemini-3-pro-image-preview,generate_images,sliding-puzzle,5,20,0.15,3,0.052368745896216595,0.36041886474075696
gemini-3-pro-preview,simple,form-board,1,30,0.5,15,0.33154125640533766,0.6684587435946623
gemini-3-pro-preview,simple,form-board,2,30,0.6,18,0.42320360253322475,0.7540937188319815
gemini-3-pro-preview,simple,form-board,3,30,0.43333333333333335,13,0.2737748557646652,0.6080269299918639
gemini-3-pro-preview,simple,form-board,4,30,0.3,9,0.16664748268243793,0.47875787458714947
gemini-3-pro-preview,simple,form-board,5,30,0.1,3,0.03459988874733419,0.25621082579184085
gemini-3-pro-preview,simple,hinge-folding,1,30,1.0,30,0.8864866068260312,0.9999999999999999
gemini-3-pro-preview,simple,hinge-folding,2,30,0.9,27,0.7437891742081593,0.9654001112526658
gemini-3-pro-preview,simple,hinge-folding,3,30,0.5,15,0.33154125640533766,0.6684587435946623
gemini-3-pro-preview,simple,hinge-folding,4,30,0.3,9,0.16664748268243793,0.47875787458714947
gemini-3-pro-preview,simple,hinge-folding,5,30,0.3333333333333333,10,0.19230498083676134,0.5121994835545616
gemini-3-pro-preview,simple,paper-fold,1,30,0.9,27,0.7437891742081593,0.9654001112526658
gemini-3-pro-preview,simple,paper-fold,2,30,0.7,21,0.5212421254128504,0.8333525173175619
gemini-3-pro-preview,simple,paper-fold,3,30,0.4,12,0.24590628116801852,0.5767963974667752
gemini-3-pro-preview,simple,paper-fold,4,30,0.3333333333333333,10,0.19230498083676134,0.5121994835545616
gemini-3-pro-preview,simple,paper-fold,5,30,0.36666666666666664,11,0.21873920806100708,0.5448643634520511
gemini-3-pro-preview,simple,rushhour,1,30,1.0,30,0.8864866068260312,0.9999999999999999
gemini-3-pro-preview,simple,rushhour,2,30,0.8,24,0.6269430358685175,0.9049489282271013
gemini-3-pro-preview,simple,rushhour,3,30,0.26666666666666666,8,0.14182663319596317,0.4444796169518888
gemini-3-pro-preview,simple,rushhour,4,30,0.3,9,0.16664748268243793,0.47875787458714947
gemini-3-pro-preview,simple,rushhour,5,30,0.1,3,0.03459988874733419,0.25621082579184085
gemini-3-pro-preview,simple,sliding-puzzle,1,30,0.6,18,0.42320360253322475,0.7540937188319815
gemini-3-pro-preview,simple,sliding-puzzle,2,30,0.2,6,0.0950510717728987,0.3730569641314825
gemini-3-pro-preview,simple,sliding-puzzle,3,30,0.3333333333333333,10,0.19230498083676134,0.5121994835545616
gemini-3-pro-preview,simple,sliding-puzzle,4,30,0.26666666666666666,8,0.14182663319596317,0.4444796169518888
gemini-3-pro-preview,simple,sliding-puzzle,5,30,0.3,9,0.16664748268243793,0.47875787458714947
gemini-3-pro-preview,simple_text,rushhour,1,30,1.0,30,0.8864866068260312,0.9999999999999999
gemini-3-pro-preview,simple_text,rushhour,2,30,1.0,30,0.8864866068260312,0.9999999999999999
gemini-3-pro-preview,simple_text,rushhour,3,30,0.9,27,0.7437891742081593,0.9654001112526658
gemini-3-pro-preview,simple_text,rushhour,4,30,0.8,24,0.6269430358685175,0.9049489282271013
gemini-3-pro-preview,simple_text,rushhour,5,30,0.6333333333333333,19,0.4551356365479487,0.7812607919389929
gemini-3-pro-preview-(reasoning effort low),simple,form-board,1,30,0.5666666666666667,17,0.3919730700081361,0.7262251442353347
gemini-3-pro-preview-(reasoning effort low),simple,form-board,2,30,0.5666666666666667,17,0.3919730700081361,0.7262251442353347
gemini-3-pro-preview-(reasoning effort low),simple,form-board,3,30,0.23333333333333334,7,0.11792388144489496,0.40928326158122164
gemini-3-pro-preview-(reasoning effort low),simple,form-board,4,30,0.16666666666666666,5,0.0733654237184855,0.3356435050641603
gemini-3-pro-preview-(reasoning effort low),simple,form-board,5,30,0.0,0,0.0,0.11351339317396876
gemini-3-pro-preview-(reasoning effort low),simple,hinge-folding,1,30,1.0,30,0.8864866068260312,0.9999999999999999
gemini-3-pro-preview-(reasoning effort low),simple,hinge-folding,2,30,0.7666666666666667,23,0.5907167384187784,0.8820761185551049
gemini-3-pro-preview-(reasoning effort low),simple,hinge-folding,3,30,0.3333333333333333,10,0.19230498083676134,0.5121994835545616
gemini-3-pro-preview-(reasoning effort low),simple,hinge-folding,4,30,0.16666666666666666,5,0.0733654237184855,0.3356435050641603
gemini-3-pro-preview-(reasoning effort low),simple,hinge-folding,5,30,0.3333333333333333,10,0.19230498083676134,0.5121994835545616
gemini-3-pro-preview-(reasoning effort low),simple,paper-fold,1,30,0.8333333333333334,25,0.6643564949358398,0.9266345762815145
gemini-3-pro-preview-(reasoning effort low),simple,paper-fold,2,30,0.7307692307692307,19,0.5391695962082381,0.8629555167798162
gemini-3-pro-preview-(reasoning effort low),simple,paper-fold,3,30,0.36363636363636365,8,0.19733204670366125,0.5704829190986899
gemini-3-pro-preview-(reasoning effort low),simple,paper-fold,4,30,0.18181818181818182,4,0.07306884583422052,0.38516607437126543
gemini-3-pro-preview-(reasoning effort low),simple,paper-fold,5,30,0.3333333333333333,8,0.1797219032729775,0.5329368316186824
